#miRNA	read_count	precursor	total	F01	F02	F03	F01(norm)	F02(norm)	F03(norm)
chi-miR-10b-3p	0.00	bta-mir-10b	0.00	0	0	0	0	0	0
tch-miR-10b-5p	31.00	bta-mir-10b	31.00	11.00	11.00	9.00	109.58	92.45	104.54
oha-miR-10c-5p	31.00	bta-mir-10b	31.00	11.00	11.00	9.00	109.58	92.45	104.54
oha-miR-10c-3p	0.00	bta-mir-10b	0.00	0	0	0	0	0	0
hsa-miR-1179	0.00	bta-mir-1179	0.00	0	0	0	0	0	0
ptr-miR-1179	0.00	bta-mir-1179	0.00	0	0	0	0	0	0
bta-miR-1179	0.00	bta-mir-1179	0.00	0	0	0	0	0	0
eca-miR-1179	0.00	bta-mir-1179	0.00	0	0	0	0	0	0
ggo-miR-1179	0.00	bta-mir-1179	0.00	0	0	0	0	0	0
mml-miR-1179	0.00	bta-mir-1179	0.00	0	0	0	0	0	0
hsa-miR-1185-5p	0.00	bta-mir-1185	0.00	0	0	0	0	0	0
ptr-miR-1185	0.00	bta-mir-1185	0.00	0	0	0	0	0	0
bta-miR-1185	0.00	bta-mir-1185	0.00	0	0	0	0	0	0
eca-miR-1185	0.00	bta-mir-1185	0.00	0	0	0	0	0	0
ppy-miR-1185	0.00	bta-mir-1185	0.00	0	0	0	0	0	0
oar-miR-1185-5p	0.00	bta-mir-1185	0.00	0	0	0	0	0	0
oar-miR-1185-3p	0.00	bta-mir-1185	0.00	0	0	0	0	0	0
ggo-miR-1185	0.00	bta-mir-1185	0.00	0	0	0	0	0	0
mml-miR-1185-5p	0.00	bta-mir-1185	0.00	0	0	0	0	0	0
chi-miR-1185-5p	0.00	bta-mir-1185	0.00	0	0	0	0	0	0
chi-miR-1185-3p	0.00	bta-mir-1185	0.00	0	0	0	0	0	0
bta-miR-1193	0.00	bta-mir-1193	0.00	0	0	0	0	0	0
eca-miR-1193	0.00	bta-mir-1193	0.00	0	0	0	0	0	0
oar-miR-1193-3p	0.00	bta-mir-1193	0.00	0	0	0	0	0	0
mmu-miR-1197-5p	0.00	bta-mir-1197	0.00	0	0	0	0	0	0
mmu-miR-1197-3p	0.00	bta-mir-1197	0.00	0	0	0	0	0	0
hsa-miR-1197	0.00	bta-mir-1197	0.00	0	0	0	0	0	0
ptr-miR-1197	0.00	bta-mir-1197	0.00	0	0	0	0	0	0
bta-miR-1197	0.00	bta-mir-1197	0.00	0	0	0	0	0	0
eca-miR-1197	0.00	bta-mir-1197	0.00	0	0	0	0	0	0
ppy-miR-1197	0.00	bta-mir-1197	0.00	0	0	0	0	0	0
oar-miR-1197-3p	0.00	bta-mir-1197	0.00	0	0	0	0	0	0
ggo-miR-1197	0.00	bta-mir-1197	0.00	0	0	0	0	0	0
chi-miR-1197-3p	0.00	bta-mir-1197	0.00	0	0	0	0	0	0
mmu-miR-122-5p	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
mmu-miR-122-3p	0.00	bta-mir-122	0.00	0	0	0	0	0	0
hsa-miR-122-5p	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
hsa-miR-122-3p	0.00	bta-mir-122	0.00	0	0	0	0	0	0
rno-miR-122-5p	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
gga-miR-122-5p	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
gga-miR-122-3p	0.00	bta-mir-122	0.00	0	0	0	0	0	0
dre-miR-122	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
ssc-miR-122	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
fru-miR-122	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
tni-miR-122	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
xtr-miR-122	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
bta-miR-122	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
mdo-miR-122-5p	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
mdo-miR-122-3p	0.00	bta-mir-122	0.00	0	0	0	0	0	0
oan-miR-122-5p	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
oan-miR-122-3p	0.00	bta-mir-122	0.00	0	0	0	0	0	0
mml-miR-122a-5p	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
mml-miR-122a-3p	0.00	bta-mir-122	0.00	0	0	0	0	0	0
cfa-miR-122	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
ptr-miR-122	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
eca-miR-122	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
tgu-miR-122-5p	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
tgu-miR-122-3p	0.00	bta-mir-122	0.00	0	0	0	0	0	0
ppy-miR-122	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
aca-miR-122-5p	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
aca-miR-122-3p	0.00	bta-mir-122	0.00	0	0	0	0	0	0
ola-miR-122	0.00	bta-mir-122	0.00	0	0	0	0	0	0
cgr-miR-122	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
ggo-miR-122	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
pol-miR-122-5p	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
ccr-miR-122	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
ipu-miR-122	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
ssa-miR-122-5p	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
ssa-miR-122-2-3p	0.00	bta-mir-122	0.00	0	0	0	0	0	0
chi-miR-122	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
tch-miR-122-5p	21.00	bta-mir-122	21.00	5.00	11.00	5.00	49.81	92.45	58.08
oha-miR-122-3p	0.00	bta-mir-122	0.00	0	0	0	0	0	0
hsa-miR-1224-5p	0.00	bta-mir-1224	0.00	0	0	0	0	0	0
hsa-miR-1224-3p	0.00	bta-mir-1224	0.00	0	0	0	0	0	0
ptr-miR-1224-5p	0.00	bta-mir-1224	0.00	0	0	0	0	0	0
ptr-miR-1224-3p	0.00	bta-mir-1224	0.00	0	0	0	0	0	0
mml-miR-1224-5p	0.00	bta-mir-1224	0.00	0	0	0	0	0	0
mml-miR-1224-3p	0.00	bta-mir-1224	0.00	0	0	0	0	0	0
bta-miR-1224	0.00	bta-mir-1224	0.00	0	0	0	0	0	0
ppy-miR-1224-5p	0.00	bta-mir-1224	0.00	0	0	0	0	0	0
ppy-miR-1224-3p	0.00	bta-mir-1224	0.00	0	0	0	0	0	0
chi-miR-1224	0.00	bta-mir-1224	0.00	0	0	0	0	0	0
bta-miR-1225-3p	0.00	bta-mir-1225	0.00	0	0	0	0	0	0
hsa-miR-1246	93.00	bta-mir-1246	93.00	35.00	26.00	32.00	348.66	218.51	371.71
ptr-miR-1246	93.00	bta-mir-1246	93.00	35.00	26.00	32.00	348.66	218.51	371.71
bta-miR-1246	93.00	bta-mir-1246	93.00	35.00	26.00	32.00	348.66	218.51	371.71
bta-miR-1247-5p	0.00	bta-mir-1247	0.00	0	0	0	0	0	0
bta-miR-1247-3p	0.00	bta-mir-1247	0.00	0	0	0	0	0	0
hsa-miR-1248	0.00	bta-mir-1248-1	0.00	0	0	0	0	0	0
ptr-miR-1248	0.00	bta-mir-1248-1	0.00	0	0	0	0	0	0
bta-miR-1248	0.00	bta-mir-1248-1	0.00	0	0	0	0	0	0
ppy-miR-1248	0.00	bta-mir-1248-1	0.00	0	0	0	0	0	0
chi-miR-1248-5p	0.00	bta-mir-1248-1	0.00	0	0	0	0	0	0
hsa-miR-1248	0.00	bta-mir-1248-2	0.00	0	0	0	0	0	0
ptr-miR-1248	0.00	bta-mir-1248-2	0.00	0	0	0	0	0	0
bta-miR-1248	0.00	bta-mir-1248-2	0.00	0	0	0	0	0	0
ppy-miR-1248	0.00	bta-mir-1248-2	0.00	0	0	0	0	0	0
chi-miR-1248-5p	0.00	bta-mir-1248-2	0.00	0	0	0	0	0	0
mmu-miR-1249-3p	0.00	bta-mir-1249	0.00	0	0	0	0	0	0
hsa-miR-1249-3p	0.00	bta-mir-1249	0.00	0	0	0	0	0	0
ptr-miR-1249	0.00	bta-mir-1249	0.00	0	0	0	0	0	0
bta-miR-1249	0.00	bta-mir-1249	0.00	0	0	0	0	0	0
ppy-miR-1249	0.00	bta-mir-1249	0.00	0	0	0	0	0	0
rno-miR-1249	0.00	bta-mir-1249	0.00	0	0	0	0	0	0
ggo-miR-1249	0.00	bta-mir-1249	0.00	0	0	0	0	0	0
mml-miR-1249	0.00	bta-mir-1249	0.00	0	0	0	0	0	0
ssc-miR-1249	0.00	bta-mir-1249	0.00	0	0	0	0	0	0
cfa-miR-1249	0.00	bta-mir-1249	0.00	0	0	0	0	0	0
eca-miR-1249	0.00	bta-mir-1249	0.00	0	0	0	0	0	0
efu-miR-1249	0.00	bta-mir-1249	0.00	0	0	0	0	0	0
chi-miR-1249	0.00	bta-mir-1249	0.00	0	0	0	0	0	0
mmu-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
mmu-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
cel-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
dme-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
hsa-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
hsa-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
cbr-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
rno-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
rno-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
gga-miR-124a-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
gga-miR-124a-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
dps-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
ame-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
aga-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
dre-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
dre-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
ssc-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
ggo-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
age-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
ppa-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
ppy-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
ptr-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
mml-miR-124a-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
mml-miR-124a-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
lla-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
fru-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
tni-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
xtr-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
bmo-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
bta-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
sme-miR-124c-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
mdo-miR-124a-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
mdo-miR-124a-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
oan-miR-124a-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
oan-miR-124a-1-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
cin-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
csa-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
cfa-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
tca-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
dan-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
der-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
dgr-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
dmo-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
dpe-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
dse-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
dsi-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
dvi-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
dwi-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
dya-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
bta-miR-124b	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
bfl-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
cte-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
lgi-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
sko-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
spu-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
crm-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
ppc-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
dpu-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
isc-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
eca-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
bma-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
aae-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
cqu-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
tgu-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
tgu-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
api-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
nvi-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
ppy-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
pma-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
pma-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
xbo-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
egr-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
emu-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
asu-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
aca-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
tur-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
ola-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
ola-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
hco-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
cgr-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
mse-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
hme-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
pol-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
pol-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
ipu-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
cbn-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
pmi-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
lva-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
bbe-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
str-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
efu-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
chi-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
oha-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
oha-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
oha-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
mmu-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
mmu-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cel-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dme-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
hsa-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
hsa-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cbr-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
rno-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
rno-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
gga-miR-124a-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
gga-miR-124a-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dps-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ame-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
aga-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dre-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dre-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ssc-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ggo-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
age-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ppa-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ppy-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ptr-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
mml-miR-124a-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
mml-miR-124a-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
lla-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
fru-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
tni-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
xtr-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
bmo-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
bta-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
sme-miR-124c-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
mdo-miR-124a-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
mdo-miR-124a-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
oan-miR-124a-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
oan-miR-124a-1-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cin-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
csa-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cfa-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
tca-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dan-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
der-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dgr-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dmo-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dpe-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dse-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dsi-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dvi-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dwi-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dya-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
bta-miR-124b	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
bfl-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cte-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
lgi-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
sko-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
spu-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
crm-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ppc-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dpu-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
isc-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
eca-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
bma-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
aae-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cqu-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
tgu-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
tgu-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
api-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
nvi-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ppy-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
pma-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
pma-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
xbo-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
egr-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
emu-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
asu-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
aca-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
tur-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ola-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ola-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
hco-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cgr-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
mse-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
hme-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
pol-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
pol-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ipu-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cbn-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
pmi-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
lva-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
bbe-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
str-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
efu-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
chi-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
oha-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
oha-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
oha-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
mmu-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
mmu-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cel-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dme-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
hsa-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
hsa-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cbr-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
rno-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
rno-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
gga-miR-124a-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
gga-miR-124a-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dps-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ame-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
aga-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dre-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dre-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ssc-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ggo-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
age-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ppa-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ppy-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ptr-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
mml-miR-124a-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
mml-miR-124a-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
lla-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
fru-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
tni-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
xtr-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
bmo-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
bta-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
sme-miR-124c-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
mdo-miR-124a-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
mdo-miR-124a-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
oan-miR-124a-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
oan-miR-124a-1-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cin-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
