#miRNA	read_count	precursor	total	F01	F02	F03	F01(norm)	F02(norm)	F03(norm)
pma-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
pma-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
xbo-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
egr-miR-124a-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
emu-miR-124a-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
asu-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
aca-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
tur-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
ola-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
ola-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
hco-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
cgr-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
mse-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
hme-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
pol-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
pol-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
ipu-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
cbn-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
pmi-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
lva-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
bbe-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
str-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
efu-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
cpi-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
cpi-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
ami-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
ami-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
cli-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
cli-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
cli-miR-124-2-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
pbv-miR-124b-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
pbv-miR-124a-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
pbv-miR-124a-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
chi-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
oha-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
oha-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
oha-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
cja-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
pal-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
pal-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
hpo-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
tcf-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
abu-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
mze-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
nbr-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
oni-miR-124a	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
pny-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
gmo-miR-124-3-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
gmo-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
gmo-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
bdo-miR-124	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
dqu-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
pca-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
xla-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
xla-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
cpo-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
cpo-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
dno-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
dno-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
ocu-miR-124-5p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
ocu-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
mle-miR-124-3p	0.00	bta-mir-124a-1	0.00	0	0	0	0	0	0
mmu-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
mmu-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cel-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dme-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
hsa-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
hsa-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cbr-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
rno-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
rno-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
gga-miR-124a-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
gga-miR-124a-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dps-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ame-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
aga-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dre-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dre-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ssc-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ggo-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
age-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ppa-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ppy-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ptr-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
mml-miR-124a-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
mml-miR-124a-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
lla-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
fru-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
tni-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
xtr-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
bmo-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
bta-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
sme-miR-124c-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
mdo-miR-124a-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
mdo-miR-124a-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
oan-miR-124a-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
oan-miR-124a-1-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cin-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
csa-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cfa-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
tca-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dan-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
der-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dgr-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dmo-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dpe-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dse-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dsi-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dvi-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dwi-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dya-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
bta-miR-124b	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
bfl-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cte-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
lgi-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
sko-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
spu-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
crm-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ppc-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dpu-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
isc-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
eca-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
bma-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
aae-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cqu-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
tgu-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
tgu-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
api-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
nvi-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ppy-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
pma-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
pma-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
xbo-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
egr-miR-124a-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
emu-miR-124a-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
asu-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
aca-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
tur-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ola-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ola-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
hco-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cgr-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
mse-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
hme-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
pol-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
pol-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ipu-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cbn-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
pmi-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
lva-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
bbe-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
str-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
efu-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cpi-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cpi-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ami-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ami-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cli-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cli-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cli-miR-124-2-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
pbv-miR-124b-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
pbv-miR-124a-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
pbv-miR-124a-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
chi-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
oha-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
oha-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
oha-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cja-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
pal-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
pal-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
hpo-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
tcf-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
abu-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
mze-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
nbr-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
oni-miR-124a	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
pny-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
gmo-miR-124-3-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
gmo-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
gmo-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
bdo-miR-124	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dqu-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
pca-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
xla-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
xla-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cpo-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
cpo-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dno-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
dno-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ocu-miR-124-5p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
ocu-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
mle-miR-124-3p	0.00	bta-mir-124a-2	0.00	0	0	0	0	0	0
mmu-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
mmu-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cel-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dme-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
hsa-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
hsa-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cbr-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
rno-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
rno-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
gga-miR-124a-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
gga-miR-124a-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dps-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ame-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
aga-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dre-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dre-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ssc-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ggo-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
age-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ppa-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ppy-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ptr-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
mml-miR-124a-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
mml-miR-124a-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
lla-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
fru-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
tni-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
xtr-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
bmo-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
bta-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
sme-miR-124c-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
mdo-miR-124a-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
mdo-miR-124a-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
oan-miR-124a-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
oan-miR-124a-1-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cin-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
csa-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cfa-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
tca-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dan-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
der-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dgr-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dmo-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dpe-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dse-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dsi-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dvi-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dwi-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dya-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
bta-miR-124b	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
bfl-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cte-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
lgi-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
sko-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
spu-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
crm-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ppc-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dpu-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
isc-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
eca-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
bma-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
aae-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cqu-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
tgu-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
tgu-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
api-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
nvi-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ppy-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
pma-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
pma-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
xbo-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
egr-miR-124a-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
emu-miR-124a-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
asu-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
aca-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
tur-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ola-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ola-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
hco-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cgr-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
mse-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
hme-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
pol-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
pol-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ipu-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cbn-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
pmi-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
lva-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
bbe-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
str-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
efu-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cpi-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cpi-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ami-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ami-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cli-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cli-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cli-miR-124-2-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
pbv-miR-124b-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
pbv-miR-124a-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
pbv-miR-124a-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
chi-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
oha-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
oha-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
oha-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cja-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
pal-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
pal-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
hpo-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
tcf-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
abu-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
mze-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
nbr-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
oni-miR-124a	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
pny-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
gmo-miR-124-3-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
gmo-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
gmo-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
bdo-miR-124	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dqu-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
pca-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
xla-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
xla-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cpo-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
cpo-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dno-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
dno-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ocu-miR-124-5p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
ocu-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
mle-miR-124-3p	0.00	bta-mir-124b	0.00	0	0	0	0	0	0
hsa-miR-1251-5p	0.00	bta-mir-1251	0.00	0	0	0	0	0	0
hsa-miR-1251-3p	0.00	bta-mir-1251	0.00	0	0	0	0	0	0
ptr-miR-1251	0.00	bta-mir-1251	0.00	0	0	0	0	0	0
bta-miR-1251	0.00	bta-mir-1251	0.00	0	0	0	0	0	0
mmu-miR-1251-5p	0.00	bta-mir-1251	0.00	0	0	0	0	0	0
mmu-miR-1251-3p	0.00	bta-mir-1251	0.00	0	0	0	0	0	0
ppy-miR-1251	0.00	bta-mir-1251	0.00	0	0	0	0	0	0
mml-miR-1251-5p	0.00	bta-mir-1251	0.00	0	0	0	0	0	0
mml-miR-1251-3p	0.00	bta-mir-1251	0.00	0	0	0	0	0	0
cja-miR-1251	0.00	bta-mir-1251	0.00	0	0	0	0	0	0
cpo-miR-1251-5p	0.00	bta-mir-1251	0.00	0	0	0	0	0	0
cpo-miR-1251-3p	0.00	bta-mir-1251	0.00	0	0	0	0	0	0
dno-miR-1251-5p	0.00	bta-mir-1251	0.00	0	0	0	0	0	0
dno-miR-1251-3p	0.00	bta-mir-1251	0.00	0	0	0	0	0	0
ocu-miR-1251-5p	0.00	bta-mir-1251	0.00	0	0	0	0	0	0
ocu-miR-1251-3p	0.00	bta-mir-1251	0.00	0	0	0	0	0	0
bta-miR-1256	0.00	bta-mir-1256	0.00	0	0	0	0	0	0
mmu-miR-125a-5p	0.00	bta-mir-125a	0.00	0	0	0	0	0	0
mmu-miR-125a-3p	0.00	bta-mir-125a	0.00	0	0	0	0	0	0
hsa-miR-125a-5p	0.00	bta-mir-125a	0.00	0	0	0	0	0	0
hsa-miR-125a-3p	0.00	bta-mir-125a	0.00	0	0	0	0	0	0
