#miRNA	read_count
abu-miR-126-5p	0
mze-miR-126	0
nbr-miR-126	0
oni-miR-126	0
pny-miR-126	0
gmo-miR-126-5p	0
xla-miR-126-5p	0
xla-miR-126-3p	0
xla-miR-126-2-3p	0
cpo-miR-126-5p	0
cpo-miR-126-3p	0
dno-miR-126-5p	0
dno-miR-126-3p	0
mmr-miR-126	0
nle-miR-126	0
ggo-miR-1260b	0
mml-miR-1260b	0
ppy-miR-1260b	0
bta-miR-1260b	0
nle-miR-1260b	0
mmu-miR-1264-5p	0
ggo-miR-1264	0
bta-miR-1264	0
cpo-miR-1264-5p	0
cpo-miR-1264-3p	0
ocu-miR-1264-5p	0
ocu-miR-1264-3p	0
mmu-miR-127-5p	0
mmu-miR-127-3p	0
hsa-miR-127-5p	0
hsa-miR-127-3p	0
rno-miR-127-5p	0
rno-miR-127-3p	0
oar-miR-127	0
mml-miR-127-5p	0
mml-miR-127-3p	0
ptr-miR-127	0
ppy-miR-127	0
sla-miR-127	0
lla-miR-127	0
mne-miR-127	0
age-miR-127	0
bta-miR-127	0
cfa-miR-127	0
eca-miR-127	0
ssc-miR-127	0
ggo-miR-127	0
efu-miR-127	0
chi-miR-127-5p	0
chi-miR-127-3p	0
tch-miR-127-3p	0
cja-miR-127	0
pal-miR-127-5p	0
pal-miR-127-3p	0
cgr-miR-127	0
cpo-miR-127-5p	0
cpo-miR-127-3p	0
dno-miR-127-5p	0
dno-miR-127-3p	0
ocu-miR-127-5p	0
ocu-miR-127-3p	0
ppa-miR-127	0
dma-miR-127	0
nle-miR-127	0
sbo-miR-127	0
pha-miR-127	0
oga-miR-127	0
hsa-miR-1271-3p	0
bta-miR-1271	0
ssc-miR-1271-3p	0
chi-miR-1271-5p	0
chi-miR-1271-3p	0
cpo-miR-1271-3p	0
hsa-miR-1277-5p	0
hsa-miR-1277-3p	0
ssc-miR-1277	0
ppy-miR-1277	0
ggo-miR-1277	0
mml-miR-1277	0
bta-miR-1277	0
tch-miR-1277-5p	0
cpo-miR-1277-5p	0
cpo-miR-1277-3p	0
dno-miR-1277-5p	0
dno-miR-1277-3p	0
ocu-miR-1277-5p	0
ocu-miR-1277-3p	0
mmu-miR-128-1-5p	0
hsa-miR-128-1-5p	0
rno-miR-128-1-5p	0
mml-miR-128a-5p	0
cgr-miR-128-5p	0
mdo-miR-128b-5p	0
chi-miR-128-5p	0
pal-miR-128-5p	0
cpo-miR-128-5p	0
dno-miR-128-5p	0
ocu-miR-128a-5p	0
hsa-miR-1281	0
ptr-miR-1281	0
bta-miR-1281	0
ppy-miR-1281	0
hsa-miR-1282	0
ptr-miR-1282	0
bta-miR-1282	0
eca-miR-1282	0
ppy-miR-1282	0
cja-miR-1282	0
bta-miR-1284	0
bta-miR-1287	0
ppy-miR-1287	0
mmu-miR-129-5p	0
mmu-miR-129-1-3p	0
hsa-miR-129-5p	0
hsa-miR-129-1-3p	0
rno-miR-129-5p	0
rno-miR-129-1-3p	0
dre-miR-129-5p	0
dre-miR-129-1-3p	0
fru-miR-129	0
tni-miR-129	0
xtr-miR-129	0
mdo-miR-129-5p	0
mdo-miR-129-3p	0
oan-miR-129-5p	0
oan-miR-129-3p	0
mml-miR-129-5p	0
mml-miR-129-1-3p	0
cfa-miR-129	0
ptr-miR-129	0
bta-miR-129	0
bta-miR-129-5p	0
eca-miR-129a-5p	0
eca-miR-129a-3p	0
eca-miR-129b-5p	0
ssc-miR-129a-5p	0
tgu-miR-129-5p	0
ppy-miR-129-5p	0
ppy-miR-129-1-3p	0
ssc-miR-129b	0
aca-miR-129a-5p	0
aca-miR-129a-3p	0
sha-miR-129	0
cgr-miR-129	0
ccr-miR-129	0
ipu-miR-129	0
hhi-miR-129b-5p	0
hhi-miR-129a	0
ssa-miR-129-5p	0
ssa-miR-129-3-3p	0
efu-miR-129b	0
cpi-miR-129-5p	0
cpi-miR-129-3p	0
ami-miR-129a-5p	0
ami-miR-129a-3p	0
ami-miR-129b-5p	0
cli-miR-129-5p	0
cli-miR-129-3p	0
pbv-miR-129a-5p	0
pbv-miR-129a-3p	0
chi-miR-129-5p	0
tch-miR-129-5p	0
oha-miR-129a-5p	0
oha-miR-129a-3p	0
cja-miR-129	0
pal-miR-129a-5p	0
pal-miR-129b-5p	0
pal-miR-129b-3p	0
abu-miR-129	0
mze-miR-129	0
nbr-miR-129	0
oni-miR-129	0
pny-miR-129	0
gmo-miR-129-3-5p	0
gmo-miR-129-5p	0
cpo-miR-129-5p	0
cpo-miR-129-3p	0
dno-miR-129-5p	0
dno-miR-129-3p	0
ocu-miR-129-5p	0
ocu-miR-129-3p	0
dre-miR-129-3-3p	0
gga-miR-129-5p	0
mmu-miR-129-5p	0
hsa-miR-129-5p	0
hsa-miR-129-2-3p	0
mmu-miR-129-2-3p	0
rno-miR-129-5p	0
rno-miR-129-2-3p	0
rno-miR-129-1-3p	0
dre-miR-129-5p	0
dre-miR-129-3p	0
fru-miR-129	0
tni-miR-129	0
xtr-miR-129	0
mdo-miR-129-5p	0
oan-miR-129-5p	0
mml-miR-129-5p	0
cfa-miR-129	0
ptr-miR-129	0
bta-miR-129	0
bta-miR-129-5p	0
bta-miR-129-3p	0
mml-miR-129-2-3p	0
eca-miR-129a-5p	0
eca-miR-129b-5p	0
eca-miR-129b-3p	0
ssc-miR-129a-5p	0
ssc-miR-129a-3p	0
tgu-miR-129-5p	0
tgu-miR-129-3p	0
ppy-miR-129-5p	0
ppy-miR-129-2-3p	0
pma-miR-129a-3p	0
ssc-miR-129b	0
aca-miR-129a-5p	0
aca-miR-129b-3p	0
sha-miR-129	0
cgr-miR-129	0
ggo-miR-129	0
ccr-miR-129	0
ipu-miR-129	0
hhi-miR-129b-5p	0
hhi-miR-129a	0
ssa-miR-129-5p	0
ssa-miR-129-3p	0
efu-miR-129a	0
efu-miR-129b	0
cpi-miR-129-5p	0
cpi-miR-129-2-3p	0
ami-miR-129a-5p	0
ami-miR-129b-5p	0
ami-miR-129b-3p	0
cli-miR-129-5p	0
pbv-miR-129a-5p	0
pbv-miR-129b-3p	0
chi-miR-129-5p	0
chi-miR-129-3p	0
tch-miR-129-5p	0
oha-miR-129a-5p	0
oha-miR-129b	0
oha-miR-129b-3p	0
cja-miR-129	0
pal-miR-129a-5p	0
pal-miR-129a-3p	0
pal-miR-129b-5p	0
abu-miR-129	0
mze-miR-129	0
nbr-miR-129	0
oni-miR-129	0
pny-miR-129	0
gmo-miR-129-3-5p	0
gmo-miR-129-3p	0
gmo-miR-129-5p	0
cpo-miR-129-5p	0
cpo-miR-129-2-3p	0
dno-miR-129-5p	0
dno-miR-129-2-3p	0
ocu-miR-129-5p	0
ocu-miR-129-2-3p	0
gga-miR-129-5p	0
gga-miR-129-1-3p	0
bta-miR-1291	0
chi-miR-1291	0
hsa-miR-1296-5p	0
ptr-miR-1296	0
bta-miR-1296	0
eca-miR-1296	0
ppy-miR-1296	0
ssc-miR-1296-5p	0
ggo-miR-1296	0
mml-miR-1296-5p	0
cfa-miR-1296	0
chi-miR-1296	0
cja-miR-1296	0
pal-miR-1296-5p	0
cpo-miR-1296-5p	0
cpo-miR-1296-3p	0
dno-miR-1296-5p	0
ocu-miR-1296-5p	0
nle-miR-1296	0
oga-miR-1296	0
hsa-miR-1298-5p	0
mmu-miR-1298-5p	0
mmu-miR-1298-3p	0
ptr-miR-1298	0
bta-miR-1298	0
eca-miR-1298	0
ppy-miR-1298	0
ggo-miR-1298	0
mml-miR-1298-5p	0
rno-miR-1298	0
cpo-miR-1298-3p	0
ocu-miR-1298-5p	0
ocu-miR-1298-3p	0
bta-miR-1301	0
hsa-miR-1306-3p	0
xla-miR-1306	0
ptr-miR-1306	0
ppy-miR-1306	0
mml-miR-1306-3p	0
hsa-miR-1307-5p	0
hsa-miR-1307-3p	0
cfa-miR-1307	0
ptr-miR-1307	0
bta-miR-1307	0
ssc-miR-1307	0
ppy-miR-1307	0
eca-miR-1307	0
efu-miR-1307	0
chi-miR-1307-5p	0
chi-miR-1307-3p	0
pal-miR-1307-5p	0
pal-miR-1307-3p	0
dno-miR-1307-5p	0
dno-miR-1307-3p	0
ocu-miR-1307-5p	0
ocu-miR-1307-3p	0
ppa-miR-1307	0
ggo-miR-1307	0
mmr-miR-1307	0
dma-miR-1307	0
cja-miR-1307	0
nle-miR-1307	0
pha-miR-1307	0
mmu-miR-130a-5p	0
mmu-miR-130a-3p	0
hsa-miR-130a-5p	0
hsa-miR-130a-3p	0
rno-miR-130a-5p	0
rno-miR-130a-3p	0
dre-miR-130a	0
mml-miR-130a-5p	0
mml-miR-130a-3p	0
ggo-miR-130a	0
mne-miR-130a	0
ppa-miR-130a	0
xtr-miR-130a	0
mdo-miR-130a-5p	0
oan-miR-130a	0
oan-miR-130b-3p	0
gga-miR-130c-3p	0
cfa-miR-130a	0
ssc-miR-130a	0
ptr-miR-130a	0
bta-miR-130a	0
eca-miR-130a	0
tgu-miR-130c-3p	0
ppy-miR-130a	0
aca-miR-130a-3p	0
sha-miR-130b	0
cgr-miR-130a-5p	0
cgr-miR-130a-3p	0
ccr-miR-130a	0
mdo-miR-130c-3p	0
ssa-miR-130b-3p	0
efu-miR-130	0
cpi-miR-130a-5p	0
cpi-miR-130d-3p	0
ami-miR-130c-3p	0
cli-miR-130a-3p	0
pbv-miR-130d-3p	0
chi-miR-130a-5p	0
chi-miR-130a-3p	0
tch-miR-130a-3p	0
oha-miR-130b-3p	0
oha-miR-130c-5p	0
pal-miR-130-5p	0
pal-miR-130-3p	0
xla-miR-130a-3p	0
cpo-miR-130a-5p	0
cpo-miR-130a-3p	0
dno-miR-130a-5p	0
dno-miR-130a-3p	0
ocu-miR-130a-5p	0
mmr-miR-130a	0
dma-miR-130a	0
cja-miR-130a	0
nle-miR-130a	0
pha-miR-130a	0
oga-miR-130a	0
mmu-miR-130b-5p	0
mmu-miR-130b-3p	0
hsa-miR-130b-5p	0
hsa-miR-130b-3p	0
rno-miR-130b-5p	0
rno-miR-130b-3p	0
xtr-miR-130b	0
mml-miR-130b-5p	0
mml-miR-130b-3p	0
cfa-miR-130b	0
ptr-miR-130b	0
bta-miR-130b	0
eca-miR-130b	0
ssc-miR-130b-5p	0
ssc-miR-130b-3p	0
ppy-miR-130b	0
cgr-miR-130b-5p	0
cgr-miR-130b-3p	0
ggo-miR-130b	0
ssa-miR-130a-5p	0
cpi-miR-130b-5p	0
chi-miR-130b-5p	0
chi-miR-130b-3p	0
cja-miR-130b	0
oni-miR-130b-5p	0
pny-miR-130b-5p	0
xla-miR-130b-5p	0
xla-miR-130b-3p	0
cpo-miR-130b-5p	0
cpo-miR-130b-3p	0
dno-miR-130b-5p	0
dno-miR-130b-3p	0
ocu-miR-130b-5p	0
ocu-miR-130b-3p	0
pha-miR-130b	0
mmu-miR-133a-5p	0
mmu-miR-133a-3p	0
dme-miR-133-3p	0
hsa-miR-133a-5p	0
hsa-miR-133a-3p	0
rno-miR-133a-5p	0
rno-miR-133a-3p	0
gga-miR-133a-5p	0
gga-miR-133a-3p	0
dps-miR-133	0
xla-miR-133a	0
ame-miR-133-3p	0
aga-miR-133	0
dre-miR-133a-2-5p	0
dre-miR-133a-3p	0
dre-miR-133a-5p	0
ggo-miR-133a	0
age-miR-133a	0
ppa-miR-133a	0
ppy-miR-133a	0
ptr-miR-133a	0
mml-miR-133a	0
sla-miR-133a	0
lla-miR-133a	0
mne-miR-133a	0
fru-miR-133	0
tni-miR-133	0
xtr-miR-133a	0
mdo-miR-133a-1-5p	0
mdo-miR-133a-3p	0
oan-miR-133a-5p	0
oan-miR-133a-3p	0
cin-miR-133-3p	0
mml-miR-133c-5p	0
mml-miR-133c-3p	0
bmo-miR-133	0
tca-miR-133-3p	0
dan-miR-133	0
der-miR-133	0
dgr-miR-133	0
dmo-miR-133	0
dpe-miR-133	0
dse-miR-133	0
dsi-miR-133	0
dvi-miR-133-3p	0
dwi-miR-133	0
dya-miR-133	0
bta-miR-133a	0
bfl-miR-133	0
cte-miR-133	0
lgi-miR-133-3p	0
sko-miR-133	0
cfa-miR-133c	0
cfa-miR-133a	0
ssc-miR-133a-5p	0
ssc-miR-133a-3p	0
dpu-miR-133	0
isc-miR-133	0
eca-miR-133a	0
aae-miR-133	0
cqu-miR-133	0
tgu-miR-133-5p	0
tgu-miR-133-3p	0
oar-miR-133	0
nvi-miR-133	0
ppy-miR-133c	0
ngi-miR-133	0
nlo-miR-133	0
aca-miR-133a	0
tur-miR-133-3p	0
ola-miR-133-5p	0
ola-miR-133-3p	0
sha-miR-133a	0
ggo-miR-133b	0
mse-miR-133	0
hme-miR-133	0
pol-miR-133-3p	0
ccr-miR-133a-5p	0
ccr-miR-133a-3p	0
ipu-miR-133a	0
ipu-miR-133b	0
bbe-miR-133-5p	0
ssa-miR-133a-5p	0
ssa-miR-133a-3p	0
ssa-miR-133b-3p	0
efu-miR-133-5p	0
efu-miR-133-3p	0
aca-miR-133a-3p	0
cpi-miR-133a-5p	0
cpi-miR-133a-3p	0
cpi-miR-133b-3p	0
cpi-miR-133c-3p	0
ami-miR-133a-5p	0
ami-miR-133a-3p	0
cli-miR-133a-5p	0
cli-miR-133a-3p	0
pbv-miR-133a-5p	0
pbv-miR-133a-3p	0
chi-miR-133a-5p	0
chi-miR-133a-3p	0
chi-miR-133b	0
oha-miR-133a-3p	0
oha-miR-133a-2-5p	0
cja-miR-133a	0
cja-miR-133b	0
pal-miR-133a-5p	0
pal-miR-133a-3p	0
pal-miR-133b-3p	0
tcf-miR-133	0
abu-miR-133a	0
abu-miR-133b	0
mze-miR-133a	0
mze-miR-133b	0
nbr-miR-133a	0
nbr-miR-133b	0
oni-miR-133a	0
oni-miR-133b	0
pny-miR-133	0
dqu-miR-133-3p	0
pca-miR-133-3p	0
gmo-miR-133a-5p	0
gmo-miR-133a-3p	0
cpo-miR-133a-5p	0
cpo-miR-133a-3p	0
dno-miR-133a-5p	0
dno-miR-133a-3p	0
ocu-miR-133a-5p	0
ocu-miR-133a-3p	0
mdo-miR-133b-3p	0
mmu-miR-133a-5p	0
mmu-miR-133a-3p	0
dme-miR-133-3p	0
hsa-miR-133a-5p	0
hsa-miR-133a-3p	0
rno-miR-133a-5p	0
rno-miR-133a-3p	0
gga-miR-133a-5p	0
gga-miR-133a-3p	0
dps-miR-133	0
xla-miR-133a	0
ame-miR-133-3p	0
aga-miR-133	0
dre-miR-133a-2-5p	0
dre-miR-133a-3p	0
dre-miR-133a-5p	0
ggo-miR-133a	0
age-miR-133a	0
ppa-miR-133a	0
ppy-miR-133a	0
ptr-miR-133a	0
mml-miR-133a	0
sla-miR-133a	0
lla-miR-133a	0
mne-miR-133a	0
fru-miR-133	0
tni-miR-133	0
xtr-miR-133a	0
mdo-miR-133a-1-5p	0
mdo-miR-133a-3p	0
oan-miR-133a-5p	0
oan-miR-133a-3p	0
cin-miR-133-3p	0
mml-miR-133c-5p	0
mml-miR-133c-3p	0
bmo-miR-133	0
tca-miR-133-3p	0
dan-miR-133	0
der-miR-133	0
dgr-miR-133	0
dmo-miR-133	0
dpe-miR-133	0
dse-miR-133	0
dsi-miR-133	0
dvi-miR-133-3p	0
dwi-miR-133	0
dya-miR-133	0
bta-miR-133a	0
bfl-miR-133	0
cte-miR-133	0
lgi-miR-133-3p	0
sko-miR-133	0
cfa-miR-133c	0
cfa-miR-133a	0
ssc-miR-133a-5p	0
ssc-miR-133a-3p	0
dpu-miR-133	0
isc-miR-133	0
eca-miR-133a	0
aae-miR-133	0
cqu-miR-133	0
tgu-miR-133-5p	0
tgu-miR-133-3p	0
oar-miR-133	0
nvi-miR-133	0
ppy-miR-133c	0
ngi-miR-133	0
nlo-miR-133	0
aca-miR-133a	0
tur-miR-133-3p	0
ola-miR-133-5p	0
ola-miR-133-3p	0
sha-miR-133a	0
ggo-miR-133b	0
mse-miR-133	0
hme-miR-133	0
pol-miR-133-3p	0
ccr-miR-133a-5p	0
ccr-miR-133a-3p	0
ipu-miR-133a	0
ipu-miR-133b	0
bbe-miR-133-5p	0
ssa-miR-133a-5p	0
ssa-miR-133a-3p	0
ssa-miR-133b-3p	0
efu-miR-133-5p	0
efu-miR-133-3p	0
aca-miR-133a-3p	0
cpi-miR-133a-5p	0
cpi-miR-133a-3p	0
cpi-miR-133b-3p	0
cpi-miR-133c-3p	0
ami-miR-133a-5p	0
ami-miR-133a-3p	0
cli-miR-133a-5p	0
cli-miR-133a-3p	0
pbv-miR-133a-5p	0
pbv-miR-133a-3p	0
chi-miR-133a-5p	0
chi-miR-133a-3p	0
chi-miR-133b	0
oha-miR-133a-3p	0
oha-miR-133a-2-5p	0
cja-miR-133a	0
cja-miR-133b	0
pal-miR-133a-5p	0
pal-miR-133a-3p	0
pal-miR-133b-3p	0
tcf-miR-133	0
abu-miR-133a	0
abu-miR-133b	0
mze-miR-133a	0
mze-miR-133b	0
nbr-miR-133a	0
nbr-miR-133b	0
oni-miR-133a	0
oni-miR-133b	0
pny-miR-133	0
dqu-miR-133-3p	0
pca-miR-133-3p	0
gmo-miR-133a-5p	0
gmo-miR-133a-3p	0
cpo-miR-133a-5p	0
cpo-miR-133a-3p	0
dno-miR-133a-5p	0
dno-miR-133a-3p	0
ocu-miR-133a-5p	0
ocu-miR-133a-3p	0
mdo-miR-133b-3p	0
mmu-miR-133b-5p	0
mmu-miR-133b-3p	0
hsa-miR-133b	0
gga-miR-133b	0
dre-miR-133b-3p	0
rno-miR-133b-5p	0
rno-miR-133b-3p	0
xtr-miR-133b	0
oan-miR-133b-5p	0
oan-miR-133b-3p	0
csa-miR-133	0
mml-miR-133b-5p	0
mml-miR-133b-3p	0
xla-miR-133b	0
ptr-miR-133b	0
bta-miR-133b	0
cfa-miR-133b	0
eca-miR-133b	0
bma-miR-133	0
tgu-miR-133-3p	0
ppy-miR-133b	0
ola-miR-133-3p	0
sha-miR-133a	0
ggo-miR-133b	0
pol-miR-133-5p	0
pol-miR-133-3p	0
ipu-miR-133b	0
ssa-miR-133b-5p	0
ssa-miR-133b-3p	0
cpi-miR-133b-3p	0
ami-miR-133b-3p	0
cli-miR-133b-3p	0
pbv-miR-133b-3p	0
chi-miR-133b	0
cja-miR-133b	0
pal-miR-133b-5p	0
pal-miR-133b-3p	0
abu-miR-133b	0
mze-miR-133b	0
nbr-miR-133b	0
oni-miR-133b	0
pny-miR-133	0
gmo-miR-133b-5p	0
cpo-miR-133b-5p	0
cpo-miR-133b-3p	0
dno-miR-133b-5p	0
dno-miR-133b-3p	0
ocu-miR-133b-5p	0
ocu-miR-133b-3p	0
mdo-miR-133b-5p	0
mdo-miR-133b-3p	0
rno-miR-133c	0
bta-miR-133c	0
bta-miR-1343-5p	0
bta-miR-1343-3p	0
hsa-miR-1343-3p	0
ssc-miR-1343	0
cgr-miR-1343	0
ggo-miR-1343	0
cfa-miR-1343	0
efu-miR-1343	0
chi-miR-1343	0
ocu-miR-1343-5p	0
mmu-miR-135a-1-3p	0
hsa-miR-135a-3p	0
mml-miR-135a-1-3p	0
cpo-miR-135a-3p	0
ocu-miR-135a-3p	0
hsa-miR-135a-2-3p	0
mmu-miR-135a-2-3p	0
rno-miR-135a-3p	0
gga-miR-135a-2-3p	0
mml-miR-135a-2-3p	0
mdo-miR-135a-3p	0
oan-miR-135a-3p	0
cfa-miR-135a-3p	0
tgu-miR-135a-1-3p	0
aca-miR-135-2-3p	0
efu-miR-135	0
cpi-miR-135-2-3p	0
ami-miR-135-2-3p	0
cli-miR-135-2-3p	0
pbv-miR-135-2-3p	0
oha-miR-135-2-3p	0
pal-miR-135-3p	0
xla-miR-135-3p	0
cpo-miR-135a-2-3p	0
dno-miR-135a-2-3p	0
ocu-miR-135a-2-3p	0
rno-miR-135b-3p	0
mmu-miR-135b-3p	0
hsa-miR-135b-3p	0
mdo-miR-135b-3p	0
mml-miR-135b-3p	0
aca-miR-135-3-3p	0
cpi-miR-135-3-3p	0
ami-miR-135-3-3p	0
pbv-miR-135-3-3p	0
chi-miR-135b-3p	0
oha-miR-135-3-3p	0
cpo-miR-135b-3p	0
ocu-miR-135b-3p	0
mmu-miR-136-5p	0
mmu-miR-136-3p	0
hsa-miR-136-5p	0
hsa-miR-136-3p	0
rno-miR-136-5p	0
rno-miR-136-3p	0
oar-miR-136	0
ssc-miR-136-5p	0
ssc-miR-136-3p	0
ptr-miR-136	0
ggo-miR-136	0
ppy-miR-136	0
ppa-miR-136	0
mml-miR-136	0
cfa-miR-136	0
bta-miR-136	0
eca-miR-136	0
efu-miR-136	0
chi-miR-136-5p	0
chi-miR-136-3p	0
tch-miR-136-5p	0
pal-miR-136-5p	0
pal-miR-136-3p	0
cpo-miR-136-5p	0
cpo-miR-136-3p	0
dno-miR-136-5p	0
dno-miR-136-3p	0
ocu-miR-136-5p	0
ocu-miR-136-3p	0
mmr-miR-136	0
nle-miR-136	0
oga-miR-136	0
mmu-miR-137-5p	0
mmu-miR-137-3p	0
hsa-miR-137-5p	0
hsa-miR-137-3p	0
rno-miR-137-5p	0
rno-miR-137-3p	0
gga-miR-137-5p	0
gga-miR-137-3p	0
dre-miR-137-5p	0
dre-miR-137-3p	0
xtr-miR-137	0
mdo-miR-137a	0
oan-miR-137a-5p	0
oan-miR-137a-3p	0
mml-miR-137-5p	0
mml-miR-137-3p	0
cfa-miR-137	0
ptr-miR-137	0
bta-miR-137	0
eca-miR-137	0
tgu-miR-137-5p	0
tgu-miR-137-3p	0
ppy-miR-137	0
aca-miR-137a	0
cgr-miR-137-5p	0
cgr-miR-137-3p	0
ssc-miR-137	0
ccr-miR-137	0
ipu-miR-137	0
cpi-miR-137a-3p	0
ami-miR-137a-3p	0
cli-miR-137a-5p	0
cli-miR-137a-3p	0
pbv-miR-137a-5p	0
pbv-miR-137a-3p	0
chi-miR-137	0
cja-miR-137	0
pal-miR-137-5p	0
pal-miR-137-3p	0
oni-miR-137a	0
dno-miR-137-5p	0
dno-miR-137-3p	0
ocu-miR-137-5p	0
ocu-miR-137-3p	0
mmu-miR-138-5p	0
hsa-miR-138-5p	0
mmu-miR-138-1-3p	0
rno-miR-138-5p	0
rno-miR-138-1-3p	0
gga-miR-138-5p	0
dre-miR-138-5p	0
fru-miR-138	0
tni-miR-138	0
xtr-miR-138	0
bta-miR-138	0
mdo-miR-138	0
oan-miR-138-5p	0
mml-miR-138-5p	0
cfa-miR-138a	0
ptr-miR-138	0
eca-miR-138	0
tgu-miR-138-5p	0
tgu-miR-138-1-3p	0
ppy-miR-138	0
pma-miR-138a	0
aca-miR-138-5p	0
aca-miR-138-2-3p	0
ola-miR-138	0
sha-miR-138	0
cgr-miR-138	0
ggo-miR-138	0
ssc-miR-138	0
ccr-miR-138	0
ipu-miR-138	0
ssa-miR-138-5p	0
cpi-miR-138-5p	0
ami-miR-138-5p	0
ami-miR-138-3p	0
cli-miR-138-5p	0
cli-miR-138-3p	0
pbv-miR-138-5p	0
oha-miR-138-5p	0
oha-miR-138-1-3p	0
cja-miR-138	0
pal-miR-138-5p	0
pal-miR-138-3p	0
abu-miR-138	0
mze-miR-138	0
nbr-miR-138	0
oni-miR-138	0
pny-miR-138	0
gmo-miR-138-5p	0
xla-miR-138-5p	0
xla-miR-138-2-3p	0
cpo-miR-138-5p	0
cpo-miR-138-3p	0
dno-miR-138-5p	0
ocu-miR-138-5p	0
ocu-miR-138-3p	0
mmr-miR-138	0
nle-miR-138	0
oga-miR-138	0
mmu-miR-138-5p	0
mmu-miR-138-2-3p	0
hsa-miR-138-5p	0
hsa-miR-138-2-3p	0
rno-miR-138-5p	0
rno-miR-138-2-3p	0
gga-miR-138-5p	0
dre-miR-138-5p	0
fru-miR-138	0
tni-miR-138	0
xtr-miR-138	0
bta-miR-138	0
mdo-miR-138	0
oan-miR-138-5p	0
mml-miR-138-5p	0
mml-miR-138-3p	0
cfa-miR-138a	0
ptr-miR-138	0
eca-miR-138	0
tgu-miR-138-5p	0
ppy-miR-138	0
pma-miR-138a	0
aca-miR-138-5p	0
ola-miR-138	0
sha-miR-138	0
cgr-miR-138	0
ggo-miR-138	0
ssc-miR-138	0
ccr-miR-138	0
ipu-miR-138	0
ssa-miR-138-5p	0
efu-miR-138b	0
cpi-miR-138-5p	0
ami-miR-138-5p	0
cli-miR-138-5p	0
pbv-miR-138-5p	0
oha-miR-138-5p	0
cja-miR-138	0
pal-miR-138-5p	0
pal-miR-138-2-3p	0
abu-miR-138	0
mze-miR-138	0
nbr-miR-138	0
oni-miR-138	0
pny-miR-138	0
gmo-miR-138-5p	0
xla-miR-138-5p	0
cpo-miR-138-5p	0
cpo-miR-138-2-3p	0
dno-miR-138-5p	0
dno-miR-138-2-3p	0
ocu-miR-138-5p	0
ocu-miR-138-2-3p	0
mmr-miR-138	0
nle-miR-138	0
oga-miR-138	0
dre-miR-1388-5p	0
bta-miR-1388-5p	0
bta-miR-1388-3p	0
ola-miR-1388-5p	0
ssa-miR-1338-5p	0
eca-miR-1388	0
chi-miR-1388-5p	0
abu-miR-1388	0
mze-miR-1388	0
nbr-miR-1388	0
oni-miR-1388	0
pny-miR-1388	0
cpo-miR-1388-5p	0
dno-miR-1388-5p	0
dma-miR-1388	0
oga-miR-1388	0
hsa-miR-139-3p	0
mmu-miR-139-3p	0
rno-miR-139-3p	0
ssc-miR-139-3p	0
mml-miR-139-3p	0
ptr-miR-139	0
eca-miR-139-3p	0
ppy-miR-139-3p	0
cgr-miR-139-3p	0
efu-miR-139	0
pal-miR-139-3p	0
cpo-miR-139-3p	0
dno-miR-139-3p	0
ocu-miR-139-3p	0
mmu-miR-140-5p	0
hsa-miR-140-5p	0
rno-miR-140-5p	0
gga-miR-140-5p	0
dre-miR-140-5p	0
ssc-miR-140-5p	0
ptr-miR-140	0
fru-miR-140	0
tni-miR-140	0
xtr-miR-140	0
oan-miR-140-5p	0
mml-miR-140-5p	0
mdo-miR-140-5p	0
eca-miR-140-5p	0
tgu-miR-140-5p	0
ppy-miR-140-5p	0
pma-miR-140	0
aca-miR-140-5p	0
ola-miR-140-5p	0
cgr-miR-140-5p	0
pol-miR-140-5p	0
ccr-miR-140-5p	0
ssa-miR-140-5p	0
efu-miR-140	0
cpi-miR-140-5p	0
ami-miR-140-5p	0
cli-miR-140-5p	0
chi-miR-140-5p	0
tch-miR-140-5p	0
oha-miR-140-5p	0
pal-miR-140-5p	0
gmo-miR-140-5p	0
xla-miR-140-5p	0
cpo-miR-140-5p	0
dno-miR-140-5p	0
ocu-miR-140-5p	0
ocu-miR-141-5p	0
mmu-miR-142a-5p	0
mmu-miR-142a-3p	0
hsa-miR-142-5p	0
hsa-miR-142-3p	0
rno-miR-142-5p	0
rno-miR-142-3p	0
gga-miR-142-5p	0
gga-miR-142-3p	0
dre-miR-142a-5p	0
dre-miR-142a-3p	0
fru-miR-142	0
tni-miR-142a	0
tni-miR-142b	0
xtr-miR-142-5p	0
xtr-miR-142-3p	0
bta-miR-142-5p	0
bta-miR-142-3p	0
mdo-miR-142	0
oan-miR-142-5p	0
oan-miR-142-3p	0
mml-miR-142-5p	0
mml-miR-142-3p	0
cfa-miR-142	0
xla-miR-142	0
ptr-miR-142	0
eca-miR-142-5p	0
eca-miR-142-3p	0
ssc-miR-142-5p	0
ssc-miR-142-3p	0
tgu-miR-142-5p	0
tgu-miR-142-3p	0
ppy-miR-142-5p	0
ppy-miR-142-3p	0
aca-miR-142-5p	0
aca-miR-142-3p	0
sha-miR-142	0
cgr-miR-142-5p	0
cgr-miR-142-3p	0
ggo-miR-142	0
ccr-miR-142-3p	0
aja-miR-142	0
ipu-miR-142	0
ssa-miR-142a-5p	0
ssa-miR-142a-3p	0
ssa-miR-142b-3p	0
efu-miR-142	0
cpi-miR-142-5p	0
cpi-miR-142-3p	0
ami-miR-142-5p	0
ami-miR-142-3p	0
