#miRNA	read_count	precursor
bta-miR-134	1	bta-mir-134
bta-miR-1343-5p	0	bta-mir-1343
bta-miR-1343-3p	0	bta-mir-1343
hsa-miR-1343-3p	0	bta-mir-1343
ssc-miR-1343	0	bta-mir-1343
cgr-miR-1343	0	bta-mir-1343
ggo-miR-1343	0	bta-mir-1343
cfa-miR-1343	0	bta-mir-1343
efu-miR-1343	0	bta-mir-1343
chi-miR-1343	0	bta-mir-1343
mmu-miR-135a-5p	2	bta-mir-135a-1
mmu-miR-135a-1-3p	0	bta-mir-135a-1
hsa-miR-135a-5p	2	bta-mir-135a-1
hsa-miR-135a-3p	0	bta-mir-135a-1
rno-miR-135a-5p	2	bta-mir-135a-1
gga-miR-135a-5p	2	bta-mir-135a-1
ssc-miR-135	2	bta-mir-135a-1
lla-miR-135	2	bta-mir-135a-1
age-miR-135	2	bta-mir-135a-1
ppa-miR-135	2	bta-mir-135a-1
mml-miR-135a-5p	2	bta-mir-135a-1
ptr-miR-135a	2	bta-mir-135a-1
ggo-miR-135a	2	bta-mir-135a-1
ppy-miR-135a	2	bta-mir-135a-1
dre-miR-135a	2	bta-mir-135a-1
xtr-miR-135	2	bta-mir-135a-1
mdo-miR-135a-5p	2	bta-mir-135a-1
oan-miR-135b-5p	2	bta-mir-135a-1
mml-miR-135a-1-3p	0	bta-mir-135a-1
cfa-miR-135a-5p	2	bta-mir-135a-1
bta-miR-135a	2	bta-mir-135a-1
eca-miR-135a	2	bta-mir-135a-1
tgu-miR-135a-5p	2	bta-mir-135a-1
tgu-miR-135b	2	bta-mir-135a-1
pma-miR-135a-5p	2	bta-mir-135a-1
aca-miR-135-5p	2	bta-mir-135a-1
sha-miR-135a	2	bta-mir-135a-1
ipu-miR-135a	2	bta-mir-135a-1
chi-miR-135a	2	bta-mir-135a-1
tch-miR-135a-5p	2	bta-mir-135a-1
oha-miR-135-5p	2	bta-mir-135a-1
mmu-miR-135a-5p	2	bta-mir-135a-2
hsa-miR-135a-5p	2	bta-mir-135a-2
mmu-miR-135a-2-3p	0	bta-mir-135a-2
rno-miR-135a-5p	2	bta-mir-135a-2
rno-miR-135a-3p	0	bta-mir-135a-2
gga-miR-135a-5p	2	bta-mir-135a-2
gga-miR-135a-2-3p	0	bta-mir-135a-2
ssc-miR-135	2	bta-mir-135a-2
lla-miR-135	2	bta-mir-135a-2
age-miR-135	2	bta-mir-135a-2
ppa-miR-135	2	bta-mir-135a-2
mml-miR-135a-5p	2	bta-mir-135a-2
mml-miR-135a-2-3p	0	bta-mir-135a-2
ptr-miR-135a	2	bta-mir-135a-2
ggo-miR-135a	2	bta-mir-135a-2
ppy-miR-135a	2	bta-mir-135a-2
dre-miR-135a	2	bta-mir-135a-2
xtr-miR-135	2	bta-mir-135a-2
mdo-miR-135a-5p	2	bta-mir-135a-2
mdo-miR-135a-3p	0	bta-mir-135a-2
oan-miR-135b-5p	2	bta-mir-135a-2
oan-miR-135a-3p	0	bta-mir-135a-2
cfa-miR-135a-5p	2	bta-mir-135a-2
cfa-miR-135a-3p	0	bta-mir-135a-2
bta-miR-135a	2	bta-mir-135a-2
eca-miR-135a	2	bta-mir-135a-2
tgu-miR-135a-5p	2	bta-mir-135a-2
tgu-miR-135a-1-3p	0	bta-mir-135a-2
tgu-miR-135b	2	bta-mir-135a-2
pma-miR-135a-5p	2	bta-mir-135a-2
aca-miR-135-5p	2	bta-mir-135a-2
aca-miR-135-2-3p	0	bta-mir-135a-2
sha-miR-135a	2	bta-mir-135a-2
ipu-miR-135a	2	bta-mir-135a-2
efu-miR-135	0	bta-mir-135a-2
chi-miR-135a	2	bta-mir-135a-2
tch-miR-135a-5p	2	bta-mir-135a-2
oha-miR-135-5p	2	bta-mir-135a-2
oha-miR-135-2-3p	0	bta-mir-135a-2
rno-miR-135b-5p	0	bta-mir-135b
rno-miR-135b-3p	0	bta-mir-135b
mmu-miR-135b-5p	0	bta-mir-135b
mmu-miR-135b-3p	0	bta-mir-135b
hsa-miR-135b-5p	0	bta-mir-135b
hsa-miR-135b-3p	0	bta-mir-135b
mdo-miR-135b-5p	0	bta-mir-135b
mdo-miR-135b-3p	0	bta-mir-135b
mml-miR-135b-5p	0	bta-mir-135b
mml-miR-135b-3p	0	bta-mir-135b
ptr-miR-135b	0	bta-mir-135b
bta-miR-135b	0	bta-mir-135b
cfa-miR-135b	0	bta-mir-135b
eca-miR-135b	0	bta-mir-135b
ppy-miR-135b	0	bta-mir-135b
aca-miR-135-3-3p	0	bta-mir-135b
ggo-miR-135b	0	bta-mir-135b
chi-miR-135b-5p	0	bta-mir-135b
chi-miR-135b-3p	0	bta-mir-135b
tch-miR-135b-5p	0	bta-mir-135b
oha-miR-135-3-3p	0	bta-mir-135b
mmu-miR-136-5p	0	bta-mir-136
mmu-miR-136-3p	0	bta-mir-136
hsa-miR-136-5p	0	bta-mir-136
hsa-miR-136-3p	0	bta-mir-136
rno-miR-136-5p	0	bta-mir-136
rno-miR-136-3p	0	bta-mir-136
oar-miR-136	0	bta-mir-136
ssc-miR-136	0	bta-mir-136
ptr-miR-136	0	bta-mir-136
ggo-miR-136	0	bta-mir-136
ppy-miR-136	0	bta-mir-136
ppa-miR-136	0	bta-mir-136
mml-miR-136	0	bta-mir-136
cfa-miR-136	0	bta-mir-136
bta-miR-136	0	bta-mir-136
eca-miR-136	0	bta-mir-136
efu-miR-136	0	bta-mir-136
chi-miR-136-5p	0	bta-mir-136
chi-miR-136-3p	0	bta-mir-136
tch-miR-136-5p	0	bta-mir-136
mmu-miR-137-5p	0	bta-mir-137
mmu-miR-137-3p	0	bta-mir-137
hsa-miR-137	0	bta-mir-137
rno-miR-137-5p	0	bta-mir-137
rno-miR-137-3p	0	bta-mir-137
gga-miR-137-5p	0	bta-mir-137
gga-miR-137-3p	0	bta-mir-137
dre-miR-137-5p	0	bta-mir-137
dre-miR-137-3p	0	bta-mir-137
xtr-miR-137	0	bta-mir-137
mdo-miR-137a	0	bta-mir-137
oan-miR-137a-5p	0	bta-mir-137
oan-miR-137a-3p	0	bta-mir-137
mml-miR-137-5p	0	bta-mir-137
mml-miR-137-3p	0	bta-mir-137
cfa-miR-137	0	bta-mir-137
ptr-miR-137	0	bta-mir-137
bta-miR-137	0	bta-mir-137
eca-miR-137	0	bta-mir-137
tgu-miR-137-5p	0	bta-mir-137
tgu-miR-137-3p	0	bta-mir-137
ppy-miR-137	0	bta-mir-137
aca-miR-137a	0	bta-mir-137
cgr-miR-137-5p	0	bta-mir-137
cgr-miR-137-3p	0	bta-mir-137
ssc-miR-137	0	bta-mir-137
ccr-miR-137	0	bta-mir-137
ipu-miR-137	0	bta-mir-137
chi-miR-137	0	bta-mir-137
mmu-miR-138-5p	0	bta-mir-138-1
hsa-miR-138-5p	0	bta-mir-138-1
mmu-miR-138-1-3p	0	bta-mir-138-1
rno-miR-138-5p	0	bta-mir-138-1
rno-miR-138-1-3p	0	bta-mir-138-1
gga-miR-138-5p	0	bta-mir-138-1
dre-miR-138-5p	0	bta-mir-138-1
fru-miR-138	0	bta-mir-138-1
tni-miR-138	0	bta-mir-138-1
xtr-miR-138	0	bta-mir-138-1
bta-miR-138	0	bta-mir-138-1
mdo-miR-138	0	bta-mir-138-1
oan-miR-138-5p	0	bta-mir-138-1
mml-miR-138-5p	0	bta-mir-138-1
cfa-miR-138a	0	bta-mir-138-1
ptr-miR-138	0	bta-mir-138-1
eca-miR-138	0	bta-mir-138-1
tgu-miR-138-5p	0	bta-mir-138-1
tgu-miR-138-1-3p	0	bta-mir-138-1
ppy-miR-138	0	bta-mir-138-1
pma-miR-138a	0	bta-mir-138-1
aca-miR-138-5p	0	bta-mir-138-1
aca-miR-138-2-3p	0	bta-mir-138-1
ola-miR-138	0	bta-mir-138-1
sha-miR-138	0	bta-mir-138-1
cgr-miR-138	0	bta-mir-138-1
ggo-miR-138	0	bta-mir-138-1
ssc-miR-138	0	bta-mir-138-1
ccr-miR-138	0	bta-mir-138-1
ipu-miR-138	0	bta-mir-138-1
ssa-miR-138-5p	0	bta-mir-138-1
oha-miR-138-5p	0	bta-mir-138-1
oha-miR-138-1-3p	0	bta-mir-138-1
mmu-miR-138-5p	0	bta-mir-138-2
mmu-miR-138-2-3p	0	bta-mir-138-2
hsa-miR-138-5p	0	bta-mir-138-2
hsa-miR-138-2-3p	0	bta-mir-138-2
rno-miR-138-5p	0	bta-mir-138-2
rno-miR-138-2-3p	0	bta-mir-138-2
gga-miR-138-5p	0	bta-mir-138-2
dre-miR-138-5p	0	bta-mir-138-2
fru-miR-138	0	bta-mir-138-2
tni-miR-138	0	bta-mir-138-2
xtr-miR-138	0	bta-mir-138-2
bta-miR-138	0	bta-mir-138-2
mdo-miR-138	0	bta-mir-138-2
oan-miR-138-5p	0	bta-mir-138-2
mml-miR-138-5p	0	bta-mir-138-2
mml-miR-138-3p	0	bta-mir-138-2
cfa-miR-138a	0	bta-mir-138-2
ptr-miR-138	0	bta-mir-138-2
eca-miR-138	0	bta-mir-138-2
tgu-miR-138-5p	0	bta-mir-138-2
ppy-miR-138	0	bta-mir-138-2
pma-miR-138a	0	bta-mir-138-2
aca-miR-138-5p	0	bta-mir-138-2
ola-miR-138	0	bta-mir-138-2
sha-miR-138	0	bta-mir-138-2
cgr-miR-138	0	bta-mir-138-2
ggo-miR-138	0	bta-mir-138-2
ssc-miR-138	0	bta-mir-138-2
ccr-miR-138	0	bta-mir-138-2
ipu-miR-138	0	bta-mir-138-2
ssa-miR-138-5p	0	bta-mir-138-2
efu-miR-138b	0	bta-mir-138-2
oha-miR-138-5p	0	bta-mir-138-2
dre-miR-1388-5p	0	bta-mir-1388
bta-miR-1388-5p	0	bta-mir-1388
bta-miR-1388-3p	0	bta-mir-1388
ola-miR-1388-5p	0	bta-mir-1388
ssa-miR-1338-5p	0	bta-mir-1388
eca-miR-1388	0	bta-mir-1388
chi-miR-1388-5p	0	bta-mir-1388
hsa-miR-139-5p	7	bta-mir-139
hsa-miR-139-3p	0	bta-mir-139
mmu-miR-139-5p	7	bta-mir-139
mmu-miR-139-3p	0	bta-mir-139
rno-miR-139-5p	7	bta-mir-139
rno-miR-139-3p	0	bta-mir-139
ssc-miR-139-5p	7	bta-mir-139
ssc-miR-139-3p	0	bta-mir-139
lla-miR-139	7	bta-mir-139
ppa-miR-139	7	bta-mir-139
bta-miR-139	7	bta-mir-139
mml-miR-139-5p	7	bta-mir-139
mml-miR-139-3p	0	bta-mir-139
ptr-miR-139	0	bta-mir-139
eca-miR-139-5p	7	bta-mir-139
eca-miR-139-3p	0	bta-mir-139
ppy-miR-139-5p	7	bta-mir-139
ppy-miR-139-3p	0	bta-mir-139
cgr-miR-139-5p	7	bta-mir-139
cgr-miR-139-3p	0	bta-mir-139
ggo-miR-139	7	bta-mir-139
efu-miR-139	0	bta-mir-139
tch-miR-139-5p	7	bta-mir-139
mmu-miR-140-5p	0	bta-mir-140
mmu-miR-140-3p	6	bta-mir-140
hsa-miR-140-5p	0	bta-mir-140
hsa-miR-140-3p	6	bta-mir-140
rno-miR-140-5p	0	bta-mir-140
rno-miR-140-3p	6	bta-mir-140
gga-miR-140-5p	0	bta-mir-140
gga-miR-140-3p	6	bta-mir-140
dre-miR-140-5p	0	bta-mir-140
dre-miR-140-3p	6	bta-mir-140
ssc-miR-140-5p	0	bta-mir-140
ssc-miR-140-3p	6	bta-mir-140
ptr-miR-140	0	bta-mir-140
fru-miR-140	0	bta-mir-140
tni-miR-140	0	bta-mir-140
xtr-miR-140	0	bta-mir-140
bta-miR-140	6	bta-mir-140
oan-miR-140-5p	0	bta-mir-140
oan-miR-140-3p	6	bta-mir-140
mml-miR-140-5p	0	bta-mir-140
mml-miR-140-3p	6	bta-mir-140
cfa-miR-140	6	bta-mir-140
mdo-miR-140-5p	0	bta-mir-140
mdo-miR-140-3p	6	bta-mir-140
eca-miR-140-5p	0	bta-mir-140
eca-miR-140-3p	6	bta-mir-140
tgu-miR-140-5p	0	bta-mir-140
tgu-miR-140-3p	6	bta-mir-140
ppy-miR-140-5p	0	bta-mir-140
ppy-miR-140-3p	6	bta-mir-140
pma-miR-140	0	bta-mir-140
aca-miR-140-5p	0	bta-mir-140
aca-miR-140-3p	6	bta-mir-140
ola-miR-140-5p	0	bta-mir-140
ola-miR-140-3p	6	bta-mir-140
sha-miR-140	6	bta-mir-140
cgr-miR-140-5p	0	bta-mir-140
cgr-miR-140-3p	6	bta-mir-140
ggo-miR-140	6	bta-mir-140
pol-miR-140-5p	0	bta-mir-140
pol-miR-140-3p	6	bta-mir-140
ccr-miR-140-5p	0	bta-mir-140
ccr-miR-140-3p	6	bta-mir-140
ipu-miR-140	6	bta-mir-140
ssa-miR-140-5p	0	bta-mir-140
ssa-miR-140-3p	6	bta-mir-140
efu-miR-140	0	bta-mir-140
chi-miR-140-5p	0	bta-mir-140
chi-miR-140-3p	6	bta-mir-140
tch-miR-140-5p	0	bta-mir-140
oha-miR-140-5p	0	bta-mir-140
oha-miR-140-3p	6	bta-mir-140
mmu-miR-141-3p	0	bta-mir-141
hsa-miR-141-3p	0	bta-mir-141
rno-miR-141-3p	0	bta-mir-141
mml-miR-141-3p	0	bta-mir-141
ggo-miR-141	0	bta-mir-141
ppy-miR-141	0	bta-mir-141
ptr-miR-141	0	bta-mir-141
bta-miR-141	0	bta-mir-141
cfa-miR-141	0	bta-mir-141
eca-miR-141	0	bta-mir-141
sha-miR-141	0	bta-mir-141
cgr-miR-141	0	bta-mir-141
efu-miR-141	0	bta-mir-141
chi-miR-141	0	bta-mir-141
tch-miR-141-3p	0	bta-mir-141
mmu-miR-142a-5p	0	bta-mir-142
mmu-miR-142a-3p	0	bta-mir-142
hsa-miR-142-5p	0	bta-mir-142
hsa-miR-142-3p	0	bta-mir-142
rno-miR-142-5p	0	bta-mir-142
rno-miR-142-3p	0	bta-mir-142
gga-miR-142-5p	0	bta-mir-142
gga-miR-142-3p	0	bta-mir-142
dre-miR-142a-5p	0	bta-mir-142
dre-miR-142a-3p	0	bta-mir-142
fru-miR-142	0	bta-mir-142
tni-miR-142a	0	bta-mir-142
tni-miR-142b	0	bta-mir-142
xtr-miR-142-5p	0	bta-mir-142
xtr-miR-142-3p	0	bta-mir-142
bta-miR-142-5p	0	bta-mir-142
bta-miR-142-3p	0	bta-mir-142
mdo-miR-142	0	bta-mir-142
oan-miR-142-5p	0	bta-mir-142
oan-miR-142-3p	0	bta-mir-142
mml-miR-142-5p	0	bta-mir-142
mml-miR-142-3p	0	bta-mir-142
cfa-miR-142	0	bta-mir-142
xla-miR-142	0	bta-mir-142
ptr-miR-142	0	bta-mir-142
eca-miR-142-5p	0	bta-mir-142
eca-miR-142-3p	0	bta-mir-142
ssc-miR-142-5p	0	bta-mir-142
ssc-miR-142-3p	0	bta-mir-142
tgu-miR-142-5p	0	bta-mir-142
tgu-miR-142-3p	0	bta-mir-142
ppy-miR-142-5p	0	bta-mir-142
ppy-miR-142-3p	0	bta-mir-142
aca-miR-142-5p	0	bta-mir-142
aca-miR-142-3p	0	bta-mir-142
sha-miR-142	0	bta-mir-142
cgr-miR-142-5p	0	bta-mir-142
cgr-miR-142-3p	0	bta-mir-142
ggo-miR-142	0	bta-mir-142
ccr-miR-142-3p	0	bta-mir-142
aja-miR-142	0	bta-mir-142
ipu-miR-142	0	bta-mir-142
ssa-miR-142a-5p	0	bta-mir-142
ssa-miR-142a-3p	0	bta-mir-142
ssa-miR-142b-3p	0	bta-mir-142
efu-miR-142	0	bta-mir-142
tch-miR-142	0	bta-mir-142
oha-miR-142-5p	0	bta-mir-142
oha-miR-142-3p	0	bta-mir-142
mmu-miR-143-5p	0	bta-mir-143
mmu-miR-143-3p	0	bta-mir-143
hsa-miR-143-5p	0	bta-mir-143
hsa-miR-143-3p	0	bta-mir-143
rno-miR-143-5p	0	bta-mir-143
dre-miR-143	0	bta-mir-143
xtr-miR-143	0	bta-mir-143
mdo-miR-143-5p	0	bta-mir-143
mdo-miR-143-3p	0	bta-mir-143
oan-miR-143-5p	0	bta-mir-143
oan-miR-143-3p	0	bta-mir-143
mml-miR-143-5p	0	bta-mir-143
mml-miR-143-3p	0	bta-mir-143
cfa-miR-143	0	bta-mir-143
bta-miR-143	0	bta-mir-143
eca-miR-143	0	bta-mir-143
ssc-miR-143-5p	0	bta-mir-143
ssc-miR-143-3p	0	bta-mir-143
aca-miR-143-5p	0	bta-mir-143
aca-miR-143-3p	0	bta-mir-143
ola-miR-143	0	bta-mir-143
cgr-miR-143	0	bta-mir-143
ccr-miR-143	0	bta-mir-143
aja-miR-143	0	bta-mir-143
ipu-miR-143	0	bta-mir-143
oar-miR-143	0	bta-mir-143
ssa-miR-143-5p	0	bta-mir-143
ssa-miR-143-3p	0	bta-mir-143
efu-miR-143	0	bta-mir-143
chi-miR-143-5p	0	bta-mir-143
chi-miR-143-3p	0	bta-mir-143
tch-miR-143-3p	0	bta-mir-143
oha-miR-143-5p	0	bta-mir-143
bta-miR-1434-5p	0	bta-mir-1434
bta-miR-1434-3p	0	bta-mir-1434
mmu-miR-144-5p	0	bta-mir-144
mmu-miR-144-3p	0	bta-mir-144
hsa-miR-144-5p	0	bta-mir-144
hsa-miR-144-3p	0	bta-mir-144
rno-miR-144-5p	0	bta-mir-144
rno-miR-144-3p	0	bta-mir-144
dre-miR-144-3p	0	bta-mir-144
ptr-miR-144	0	bta-mir-144
ppy-miR-144	0	bta-mir-144
mne-miR-144	0	bta-mir-144
fru-miR-144	0	bta-mir-144
tni-miR-144	0	bta-mir-144
xtr-miR-144	0	bta-mir-144
gga-miR-144-5p	0	bta-mir-144
oan-miR-144-3p	0	bta-mir-144
mml-miR-144	0	bta-mir-144
cfa-miR-144	0	bta-mir-144
bta-miR-144	0	bta-mir-144
eca-miR-144	0	bta-mir-144
tgu-miR-144-3p	0	bta-mir-144
aca-miR-144-5p	0	bta-mir-144
aca-miR-144-3p	0	bta-mir-144
cgr-miR-144	0	bta-mir-144
ggo-miR-144	0	bta-mir-144
ssc-miR-144	0	bta-mir-144
ccr-miR-144	0	bta-mir-144
aja-miR-144	0	bta-mir-144
ipu-miR-144	0	bta-mir-144
ssa-miR-144-5p	0	bta-mir-144
ssa-miR-144-3p	0	bta-mir-144
chi-miR-144-5p	0	bta-mir-144
chi-miR-144-3p	0	bta-mir-144
oha-miR-144-5p	0	bta-mir-144
oha-miR-144-3p	0	bta-mir-144
mmu-miR-145a-5p	0	bta-mir-145
mmu-miR-145a-3p	0	bta-mir-145
hsa-miR-145-5p	0	bta-mir-145
hsa-miR-145-3p	0	bta-mir-145
rno-miR-145-5p	0	bta-mir-145
rno-miR-145-3p	0	bta-mir-145
dre-miR-145-5p	0	bta-mir-145
dre-miR-145-3p	0	bta-mir-145
ssc-miR-145-5p	0	bta-mir-145
ssc-miR-145-3p	0	bta-mir-145
mml-miR-145-5p	0	bta-mir-145
mml-miR-145-3p	0	bta-mir-145
ptr-miR-145	0	bta-mir-145
ggo-miR-145	0	bta-mir-145
ppy-miR-145	0	bta-mir-145
mne-miR-145	0	bta-mir-145
bta-miR-145	0	bta-mir-145
xtr-miR-145	0	bta-mir-145
mdo-miR-145-5p	0	bta-mir-145
mdo-miR-145-3p	0	bta-mir-145
oan-miR-145-5p	0	bta-mir-145
oan-miR-145-3p	0	bta-mir-145
cfa-miR-145	0	bta-mir-145
eca-miR-145	0	bta-mir-145
pma-miR-145-5p	0	bta-mir-145
aca-miR-145-5p	0	bta-mir-145
aca-miR-145-3p	0	bta-mir-145
ola-miR-145	0	bta-mir-145
aja-miR-145	0	bta-mir-145
ipu-miR-145	0	bta-mir-145
ssa-miR-145-5p	0	bta-mir-145
ssa-miR-145-3p	0	bta-mir-145
efu-miR-145	0	bta-mir-145
chi-miR-145-5p	0	bta-mir-145
chi-miR-145-3p	0	bta-mir-145
oha-miR-145-5p	0	bta-mir-145
oha-miR-145-3p	0	bta-mir-145
hsa-miR-1468-3p	0	bta-mir-1468
bta-miR-1468	0	bta-mir-1468
eca-miR-1468	0	bta-mir-1468
ppy-miR-1468	0	bta-mir-1468
ssc-miR-1468	0	bta-mir-1468
cfa-miR-1468	0	bta-mir-1468
chi-miR-1468-5p	0	bta-mir-1468
chi-miR-1468-3p	0	bta-mir-1468
xtr-miR-146a	53	bta-mir-146a
bta-miR-146a	53	bta-mir-146a
chi-miR-146a	53	bta-mir-146a
hsa-miR-146b-5p	61	bta-mir-146b
mmu-miR-146b-5p	61	bta-mir-146b
mmu-miR-146b-3p	0	bta-mir-146b
rno-miR-146b-5p	61	bta-mir-146b
rno-miR-146b-3p	0	bta-mir-146b
oan-miR-146b-5p	61	bta-mir-146b
mml-miR-146b-5p	61	bta-mir-146b
cfa-miR-146b	61	bta-mir-146b
ptr-miR-146b	61	bta-mir-146b
bta-miR-146b	61	bta-mir-146b
ssc-miR-146b	61	bta-mir-146b
mdo-miR-146b-5p	61	bta-mir-146b
eca-miR-146b-5p	61	bta-mir-146b
eca-miR-146b-3p	0	bta-mir-146b
ppy-miR-146b-5p	61	bta-mir-146b
pma-miR-146-5p	61	bta-mir-146b
aca-miR-146a-5p	61	bta-mir-146b
cgr-miR-146b-5p	61	bta-mir-146b
cgr-miR-146b-3p	0	bta-mir-146b
ggo-miR-146b	61	bta-mir-146b
efu-miR-146	0	bta-mir-146b
chi-miR-146b-5p	61	bta-mir-146b
chi-miR-146b-3p	0	bta-mir-146b
gga-miR-147	0	bta-mir-147
mmu-miR-147-3p	0	bta-mir-147
hsa-miR-147b	0	bta-mir-147
rno-miR-147	0	bta-mir-147
ptr-miR-147b	0	bta-mir-147
bta-miR-147	0	bta-mir-147
cfa-miR-147	0	bta-mir-147
tgu-miR-147	0	bta-mir-147
ppy-miR-147b	0	bta-mir-147
aca-miR-147	0	bta-mir-147
cgr-miR-147	0	bta-mir-147
chi-miR-147-3p	0	bta-mir-147
tch-miR-147b	0	bta-mir-147
oha-miR-147-3p	0	bta-mir-147
hsa-miR-148a-5p	0	bta-mir-148a
hsa-miR-148a-3p	338	bta-mir-148a
mmu-miR-148a-5p	0	bta-mir-148a
mmu-miR-148a-3p	338	bta-mir-148a
gga-miR-148a-3p	338	bta-mir-148a
ssc-miR-148a-5p	0	bta-mir-148a
ssc-miR-148a-3p	338	bta-mir-148a
bta-miR-148a	338	bta-mir-148a
xtr-miR-148a	338	bta-mir-148a
oan-miR-148-3p	338	bta-mir-148a
mml-miR-148a-5p	0	bta-mir-148a
mml-miR-148a-3p	338	bta-mir-148a
cfa-miR-148a	338	bta-mir-148a
ptr-miR-148a	338	bta-mir-148a
mdo-miR-148-3p	338	bta-mir-148a
eca-miR-148a	338	bta-mir-148a
tgu-miR-148-3p	338	bta-mir-148a
ppy-miR-148a	338	bta-mir-148a
aca-miR-148a-3p	338	bta-mir-148a
ggo-miR-148a	338	bta-mir-148a
oar-miR-148a	338	bta-mir-148a
rno-miR-148a-3p	338	bta-mir-148a
chi-miR-148a-5p	0	bta-mir-148a
chi-miR-148a-3p	338	bta-mir-148a
tch-miR-148a-3p	338	bta-mir-148a
rno-miR-148b-5p	1	bta-mir-148b
rno-miR-148b-3p	17	bta-mir-148b
mmu-miR-148b-5p	1	bta-mir-148b
mmu-miR-148b-3p	17	bta-mir-148b
hsa-miR-148b-5p	1	bta-mir-148b
hsa-miR-148b-3p	17	bta-mir-148b
xtr-miR-148b	17	bta-mir-148b
bta-miR-148b	17	bta-mir-148b
mml-miR-148b-5p	1	bta-mir-148b
mml-miR-148b-3p	17	bta-mir-148b
cfa-miR-148b	17	bta-mir-148b
ptr-miR-148b	17	bta-mir-148b
eca-miR-148b-5p	1	bta-mir-148b
eca-miR-148b-3p	17	bta-mir-148b
ssc-miR-148b-5p	1	bta-mir-148b
ssc-miR-148b-3p	17	bta-mir-148b
ppy-miR-148b	17	bta-mir-148b
aca-miR-148b-3p	17	bta-mir-148b
cgr-miR-148b-5p	1	bta-mir-148b
cgr-miR-148b-3p	17	bta-mir-148b
ggo-miR-148b	17	bta-mir-148b
efu-miR-148	17	bta-mir-148b
chi-miR-148b-5p	1	bta-mir-148b
chi-miR-148b-3p	17	bta-mir-148b
tch-miR-148b-3p	17	bta-mir-148b
oha-miR-148b	17	bta-mir-148b
mmu-miR-149-5p	0	bta-mir-149
hsa-miR-149-5p	0	bta-mir-149
hsa-miR-149-3p	0	bta-mir-149
mml-miR-149-5p	0	bta-mir-149
mml-miR-149-3p	0	bta-mir-149
ptr-miR-149	0	bta-mir-149
cfa-miR-149	0	bta-mir-149
eca-miR-149	0	bta-mir-149
ppy-miR-149	0	bta-mir-149
ssc-miR-149	0	bta-mir-149
cgr-miR-149-5p	0	bta-mir-149
ggo-miR-149	0	bta-mir-149
bta-miR-149-5p	0	bta-mir-149
bta-miR-149-3p	0	bta-mir-149
efu-miR-149	0	bta-mir-149
rno-miR-149-5p	0	bta-mir-149
mmu-miR-150-5p	1	bta-mir-150
hsa-miR-150-5p	1	bta-mir-150
rno-miR-150-5p	1	bta-mir-150
bta-miR-150	1	bta-mir-150
mml-miR-150-5p	1	bta-mir-150
cfa-miR-150	1	bta-mir-150
ptr-miR-150	1	bta-mir-150
eca-miR-150	1	bta-mir-150
ppy-miR-150	1	bta-mir-150
aca-miR-150-5p	1	bta-mir-150
ggo-miR-150	1	bta-mir-150
ssc-miR-150	1	bta-mir-150
oar-miR-150	1	bta-mir-150
chi-miR-150	1	bta-mir-150
oha-miR-150	1	bta-mir-150
mmu-miR-151-5p	2	bta-mir-151
rno-miR-151-5p	2	bta-mir-151
hsa-miR-151a-5p	2	bta-mir-151
hsa-miR-151a-3p	33	bta-mir-151
hsa-miR-151b	2	bta-mir-151
bta-miR-151-5p	2	bta-mir-151
bta-miR-151-3p	33	bta-mir-151
mml-miR-151-5p	2	bta-mir-151
mml-miR-151-3p	33	bta-mir-151
cfa-miR-151	2	bta-mir-151
ptr-miR-151	33	bta-mir-151
eca-miR-151-5p	2	bta-mir-151
ssc-miR-151-5p	2	bta-mir-151
ssc-miR-151-3p	33	bta-mir-151
ppy-miR-151a-5p	2	bta-mir-151
ppy-miR-151a-3p	33	bta-mir-151
cgr-miR-151-5p	2	bta-mir-151
ggo-miR-151a	2	bta-mir-151
efu-miR-151	33	bta-mir-151
chi-miR-151-5p	2	bta-mir-151
chi-miR-151-3p	33	bta-mir-151
mmu-miR-152-3p	5	bta-mir-152
hsa-miR-152-5p	0	bta-mir-152
hsa-miR-152-3p	5	bta-mir-152
rno-miR-152-5p	0	bta-mir-152
rno-miR-152-3p	5	bta-mir-152
mdo-miR-152-5p	0	bta-mir-152
mdo-miR-152-3p	5	bta-mir-152
mml-miR-152-5p	0	bta-mir-152
mml-miR-152-3p	5	bta-mir-152
cfa-miR-152	5	bta-mir-152
ptr-miR-152	5	bta-mir-152
bta-miR-152	5	bta-mir-152
ssc-miR-152	5	bta-mir-152
cgr-miR-152-5p	0	bta-mir-152
cgr-miR-152-3p	5	bta-mir-152
ggo-miR-152	5	bta-mir-152
ppy-miR-152	5	bta-mir-152
oar-miR-152	5	bta-mir-152
efu-miR-152	5	bta-mir-152
tch-miR-152	5	bta-mir-152
mmu-miR-153-3p	0	bta-mir-153-1
hsa-miR-153-3p	0	bta-mir-153-1
rno-miR-153-3p	0	bta-mir-153-1
gga-miR-153-3p	0	bta-mir-153-1
dre-miR-153a-3p	0	bta-mir-153-1
ssc-miR-153	0	bta-mir-153-1
mml-miR-153-1-5p	0	bta-mir-153-1
mml-miR-153-3p	0	bta-mir-153-1
ppy-miR-153	0	bta-mir-153-1
mne-miR-153	0	bta-mir-153-1
ggo-miR-153	0	bta-mir-153-1
fru-miR-153a	0	bta-mir-153-1
tni-miR-153a	0	bta-mir-153-1
xtr-miR-153	0	bta-mir-153-1
